Date,TAVG (Degrees Fahrenheit),PRCP (Inches)
3/19/2022,,
3/20/2022,,
3/21/2022,63,0
3/22/2022,,
3/23/2022,61,0
3/24/2022,,
3/25/2022,,
3/26/2022,62,0.04
3/27/2022,58,0
3/28/2022,,
3/29/2022,,
3/30/2022,62,0
3/31/2022,62,0.14
4/1/2022,62,0
4/2/2022,62,0
4/3/2022,61,0.48
4/4/2022,61,0.11
4/5/2022,61,1.09
4/6/2022,59,1.16
4/7/2022,63,0.34
4/8/2022,59,1.13
4/9/2022,60,0.77
4/10/2022,60,0.21
4/11/2022,64,0.09
4/12/2022,61,0.01
4/13/2022,62,0.67
4/14/2022,63,0.02
4/15/2022,63,0.04
4/16/2022,63,0.83
4/17/2022,61,0.35
4/18/2022,63,0.11
4/19/2022,63,0
4/20/2022,62,0
4/21/2022,63,0
4/22/2022,61,0
4/23/2022,60,0.59
4/24/2022,62,0.61
4/25/2022,62,0
4/26/2022,63,0
4/27/2022,65,0
4/28/2022,62,0
4/29/2022,61,0.51
4/30/2022,64,0.28
5/1/2022,62,0.09
5/2/2022,64,0
5/3/2022,64,0
5/4/2022,63,0
5/5/2022,63,0
5/6/2022,62,0
5/7/2022,64,0
5/8/2022,63,0
5/9/2022,62,0
5/10/2022,62,0.46
5/11/2022,,
5/12/2022,61,0.11
5/13/2022,61,0.74
5/14/2022,61,0.63
5/15/2022,60,0.8
5/16/2022,61,0.43
5/17/2022,61,0.4
5/18/2022,61,0.52
5/19/2022,61,0.48
5/20/2022,62,0.13
5/21/2022,62,0.07
5/22/2022,61,0.04
5/23/2022,62,0
5/24/2022,61,0.04
5/25/2022,63,0.19
5/26/2022,61,0
5/27/2022,61,0.04
5/28/2022,61,0.01
5/29/2022,60,0.18
5/30/2022,61,0.22
5/31/2022,59,0.63
6/1/2022,60,0.42
6/2/2022,61,0.03
6/3/2022,61,0.15
6/4/2022,63,0
6/5/2022,63,0
6/6/2022,61,0
6/7/2022,60,0.03
6/8/2022,62,0
6/9/2022,62,0.01
6/10/2022,63,0
6/11/2022,61,0
6/12/2022,62,0
6/13/2022,62,0
6/14/2022,63,0
6/15/2022,60,0.24
6/16/2022,61,0.13
6/17/2022,62,0.2
6/18/2022,62,0
6/19/2022,61,0.03
6/20/2022,63,0
6/21/2022,60,0
6/22/2022,59,0
6/23/2022,61,0
6/24/2022,60,0
6/25/2022,61,0.1
6/26/2022,60,0.09
6/27/2022,61,0
6/28/2022,61,0
6/29/2022,62,0
6/30/2022,60,0.12
7/1/2022,63,0
7/2/2022,63,0.02
7/3/2022,60,0.15
7/4/2022,60,0.68
7/5/2022,58,1.27
7/6/2022,59,0.08
7/7/2022,60,0.17
7/8/2022,61,0.12
7/9/2022,59,0.07
7/10/2022,58,0.16
7/11/2022,58,1.28
7/12/2022,58,0.01
7/13/2022,,
7/14/2022,,
7/15/2022,,
7/16/2022,60,0.22
7/17/2022,63,0.01
7/18/2022,63,0
7/19/2022,63,0
7/20/2022,64,0.22
7/21/2022,62,0.18
7/22/2022,62,0.29
7/23/2022,60,0.25
7/24/2022,61,0.03
7/25/2022,63,0
7/26/2022,62,0.69
7/27/2022,65,0.35
7/28/2022,60,0.18
7/29/2022,61,0.02
7/30/2022,59,0
7/31/2022,61,0.05
8/1/2022,64,1.06
8/2/2022,62,2.5
8/3/2022,59,2.34
8/4/2022,58,1.54
8/5/2022,58,0.84
8/6/2022,58,0.2
8/7/2022,60,0.02
8/8/2022,58,0
8/9/2022,58,0
8/10/2022,61,0
8/11/2022,62,0
8/12/2022,61,0
8/13/2022,63,0
8/14/2022,62,0
8/15/2022,61,0
8/16/2022,62,0
8/17/2022,63,0.06
8/18/2022,62,0.09
8/19/2022,63,0.36
8/20/2022,62,0
8/21/2022,61,0
8/22/2022,59,0.15
8/23/2022,59,0.78
8/24/2022,59,0.15
8/25/2022,60,0.01
8/26/2022,60,0
8/27/2022,58,0.58
8/28/2022,59,0.07
8/29/2022,60,0.01
8/30/2022,60,0
8/31/2022,60,0.85
9/1/2022,58,0.7
9/2/2022,58,0.15
9/3/2022,60,0.02
9/4/2022,62,0.18
9/5/2022,59,0
9/6/2022,58,1.38
9/7/2022,58,0.13
9/8/2022,61,0.13
9/9/2022,59,0
9/10/2022,61,0
9/11/2022,60,0
9/12/2022,60,0
9/13/2022,59,0
9/14/2022,,
9/15/2022,59,0.06
9/16/2022,,
9/17/2022,,
9/18/2022,,
9/19/2022,,
9/20/2022,,
9/21/2022,61,0
9/22/2022,61,0
9/23/2022,60,0
9/24/2022,60,0
9/25/2022,62,0
9/26/2022,61,0.18
9/27/2022,63,0
9/28/2022,57,0
9/29/2022,60,0.02
9/30/2022,59,0.06
10/1/2022,59,0.29
10/2/2022,59,1.7
10/3/2022,58,2.39
10/4/2022,60,0.22
10/5/2022,59,0.06
10/6/2022,58,0.01
10/7/2022,59,0.04
10/8/2022,60,0
10/9/2022,62,0
10/10/2022,61,0.02
10/11/2022,61,0.15
10/12/2022,60,0.61
10/13/2022,59,0
10/14/2022,61,0.65
10/15/2022,59,0.86
10/16/2022,61,0.08
10/17/2022,62,0.11
10/18/2022,60,0.22
10/19/2022,60,0.28
10/20/2022,60,0.5
10/21/2022,58,1.82
10/22/2022,60,0.17
10/23/2022,61,0.08
10/24/2022,60,1.06
10/25/2022,61,0.11
10/26/2022,61,0.02
10/27/2022,59,0.2
10/28/2022,59,0
10/29/2022,58,0
10/30/2022,60,0
10/31/2022,63,1.87
11/1/2022,60,0.29
11/2/2022,61,0.16
11/3/2022,61,0
11/4/2022,62,0.04
11/5/2022,60,0.39
11/6/2022,59,0.7
11/7/2022,61,0
11/8/2022,61,0.2
11/9/2022,60,0.12
11/10/2022,60,0.02
11/11/2022,61,0
11/12/2022,61,0.25
11/13/2022,59,0.06
11/14/2022,60,1.02
11/15/2022,59,0.35
11/16/2022,60,0.02
11/17/2022,58,0.14
11/18/2022,59,0
11/19/2022,58,0
11/20/2022,60,0
11/21/2022,60,0
11/22/2022,62,0
11/23/2022,60,0
11/24/2022,59,0
11/25/2022,59,0
11/26/2022,62,0
11/27/2022,60,0
11/28/2022,59,0.03
11/29/2022,60,0
11/30/2022,60,0
12/1/2022,60,0
12/2/2022,60,0
12/3/2022,61,0.27
12/4/2022,60,0.15
12/5/2022,60,0.42
12/6/2022,58,0.15
12/7/2022,58,0
12/8/2022,51,0
12/9/2022,56,0.73
12/10/2022,57,0.13
12/11/2022,57,0.06
12/12/2022,58,0
12/13/2022,57,0
12/14/2022,58,0
12/15/2022,58,0
12/16/2022,60,0
12/17/2022,,
12/18/2022,58,0.31
12/19/2022,59,0.75
12/20/2022,59,0.24
12/21/2022,59,0.64
12/22/2022,60,0.12
12/23/2022,59,0.19
12/24/2022,60,0.08
12/25/2022,58,1.26
12/26/2022,60,0.39
12/27/2022,61,0
12/28/2022,61,0
12/29/2022,57,0
12/30/2022,55,0
12/31/2022,54,0
1/1/2023,55,0
1/2/2023,56,0
1/3/2023,56,0
1/4/2023,58,0
1/5/2023,59,0
1/6/2023,59,0.13
1/7/2023,58,0.17
1/8/2023,58,0.74
1/9/2023,58,0.15
1/10/2023,55,0
1/11/2023,56,0
1/12/2023,55,0
1/13/2023,59,0
1/14/2023,59,0
1/15/2023,59,0
1/16/2023,60,0
1/17/2023,59,0.43
1/18/2023,57,0.2
1/19/2023,57,0
1/20/2023,57,0
1/21/2023,57,0
1/22/2023,59,0.19
1/23/2023,59,0
1/24/2023,59,0.05
1/25/2023,59,0.09
1/26/2023,59,0
1/27/2023,57,0
1/28/2023,57,0
1/29/2023,57,0
1/30/2023,59,0
1/31/2023,59,0.02
2/1/2023,60,0.22
2/2/2023,62,0.21
2/3/2023,61,0.5
2/4/2023,60,0.13
2/5/2023,62,0.18
2/6/2023,60,0
2/7/2023,59,0.17
2/8/2023,58,0
2/9/2023,55,0
2/10/2023,58,0
2/11/2023,60,0
2/12/2023,58,0
2/13/2023,58,0
2/14/2023,58,0
2/15/2023,59,0
2/16/2023,62,0
2/17/2023,60,0
2/18/2023,61,0
2/19/2023,60,0.06
2/20/2023,60,0.31
2/21/2023,60,0.04
2/22/2023,58,0
2/23/2023,61,0
2/24/2023,61,0
2/25/2023,58,0.16
2/26/2023,58,0
2/27/2023,59,0
2/28/2023,59,0.12
3/1/2023,58,0.38
3/2/2023,60,0.06
3/3/2023,59,0
3/4/2023,59,0.27
3/5/2023,59,0.08
3/6/2023,61,0
3/7/2023,60,0.09
3/8/2023,60,0
3/9/2023,62,0.03
3/10/2023,60,4.02
3/11/2023,60,0
3/12/2023,60,0.01
3/13/2023,60,0.09
3/14/2023,58,0
3/15/2023,62,0.04
3/16/2023,60,0
3/17/2023,62,0.29
3/18/2023,62,0
3/19/2023,61,1.05
3/20/2023,60,0.23
3/21/2023,62,0.3
3/22/2023,62,0.23
3/23/2023,61,0
3/24/2023,62,0.01
3/25/2023,62,0
3/26/2023,60,0
3/27/2023,61,0
3/28/2023,64,0
3/29/2023,65,0
3/30/2023,61,0
3/31/2023,61,0
4/1/2023,60,0
4/2/2023,60,0.06
4/3/2023,62,0.69
4/4/2023,60,0.11
4/5/2023,62,0.54
4/6/2023,61,0
4/7/2023,62,0
4/8/2023,60,0
4/9/2023,62,0.44
4/10/2023,62,0
4/11/2023,63,0
4/12/2023,64,0
4/13/2023,64,0
4/14/2023,62,0
4/15/2023,63,0
4/16/2023,62,0
4/17/2023,63,0
4/18/2023,64,0
4/19/2023,63,0
4/20/2023,64,0
4/21/2023,61,0
4/22/2023,60,0.66
4/23/2023,63,0.31
4/24/2023,62,0.43
4/25/2023,62,0.36
4/26/2023,64,0
4/27/2023,62,0.09
4/28/2023,62,0
4/29/2023,60,0.34
4/30/2023,63,0.3
5/1/2023,63,0.08
5/2/2023,63,0.85
5/3/2023,63,0.01
5/4/2023,63,0.1
5/5/2023,60,0.96
5/6/2023,63,0.03
5/7/2023,61,0.2
5/8/2023,62,0
5/9/2023,63,0.26
5/10/2023,64,0.01
5/11/2023,64,0
5/12/2023,64,0.01
5/13/2023,63,0.33
5/14/2023,65,0
5/15/2023,64,0
5/16/2023,65,0
5/17/2023,67,0
5/18/2023,64,0
5/19/2023,64,0
5/20/2023,64,0
5/21/2023,61,0.01
5/22/2023,61,0.51
5/23/2023,62,0.06
5/24/2023,63,1.13
5/25/2023,63,0
5/26/2023,63,0
5/27/2023,62,0.02
5/28/2023,64,0
5/29/2023,64,0
5/30/2023,64,0.01
5/31/2023,64,0
6/1/2023,63,0
6/2/2023,63,0
6/3/2023,65,0
6/4/2023,63,0
6/5/2023,63,0
6/6/2023,65,0.15
6/7/2023,62,0.02
6/8/2023,62,0.54
6/9/2023,63,0.01
6/10/2023,62,0
6/11/2023,62,0
6/12/2023,63,0.06
6/13/2023,62,0.15
6/14/2023,62,0.09
6/15/2023,62,0.04
6/16/2023,64,0
6/17/2023,61,0
6/18/2023,61,0.06
6/19/2023,62,0.02
6/20/2023,62,0.11
6/21/2023,62,0.04
6/22/2023,62,0.15
6/23/2023,62,0
6/24/2023,62,0
6/25/2023,62,0.01
6/26/2023,62,0.25
6/27/2023,62,0.04
6/28/2023,62,0.15
6/29/2023,62,0.1
6/30/2023,62,0.3
7/1/2023,62,0
7/2/2023,62,0.05
7/3/2023,60,1.37
7/4/2023,59,0.51
7/5/2023,59,1.16
7/6/2023,60,1.36
7/7/2023,60,0
7/8/2023,62,0.11
7/9/2023,63,0
7/10/2023,62,0
7/11/2023,62,0
7/12/2023,63,0
7/13/2023,62,0
7/14/2023,62,0.05
7/15/2023,63,0
7/16/2023,64,0
7/17/2023,62,0.01
7/18/2023,60,0.02
7/19/2023,61,0.01
7/20/2023,60,0.19
7/21/2023,60,0
7/22/2023,61,0
7/23/2023,61,0
7/24/2023,60,0.93
7/25/2023,60,0.44
7/26/2023,61,0.4
7/27/2023,61,0
7/28/2023,64,0
7/29/2023,63,0
7/30/2023,63,0
7/31/2023,62,0
8/1/2023,62,0
8/2/2023,61,0
8/3/2023,62,0
8/4/2023,62,0
8/5/2023,64,0
8/6/2023,64,0
8/7/2023,63,0.32
8/8/2023,62,0
8/9/2023,62,0
8/10/2023,62,0
8/11/2023,62,0
8/12/2023,62,0.67
8/13/2023,61,0.05
8/14/2023,62,0
8/15/2023,62,0
8/16/2023,63,0
8/17/2023,63,0
8/18/2023,60,0
8/19/2023,61,0
8/20/2023,61,0
8/21/2023,63,0
8/22/2023,64,0
8/23/2023,63,0.3
8/24/2023,62,0
8/25/2023,63,0
8/26/2023,63,0
8/27/2023,64,0
8/28/2023,62,0.33
8/29/2023,62,0
8/30/2023,63,0.61
8/31/2023,63,0
9/1/2023,61,0.04
9/2/2023,60,0.11
9/3/2023,60,1.01
9/4/2023,59,1.46
9/5/2023,59,0.39
9/6/2023,60,1.18
9/7/2023,61,0.37
9/8/2023,60,0.48
9/9/2023,61,0
9/10/2023,61,0.06
9/11/2023,59,0.14
9/12/2023,61,0.11
9/13/2023,62,0.02
9/14/2023,60,0.21
9/15/2023,61,0.39
9/16/2023,63,0
9/17/2023,63,0
9/18/2023,60,0.15
9/19/2023,62,0.32
9/20/2023,62,0.73
9/21/2023,62,0.01
9/22/2023,63,0.41
9/23/2023,63,0
9/24/2023,62,0
9/25/2023,62,0
9/26/2023,61,0.01
9/27/2023,61,0.19
9/28/2023,59,0.83
9/29/2023,59,0.31
9/30/2023,60,0.37
10/1/2023,61,0.3
10/2/2023,62,0.13
10/3/2023,62,0.13
10/4/2023,62,0.01
10/5/2023,63,0.07
10/6/2023,63,0.22
10/7/2023,61,0.69
10/8/2023,64,0.33
10/9/2023,62,0.06
10/10/2023,62,1.13
10/11/2023,61,1.58
10/12/2023,61,1.09
10/13/2023,62,0.95
10/14/2023,62,1.52
10/15/2023,59,0.28
10/16/2023,62,0.17
10/17/2023,62,0
10/18/2023,60,1.39
10/19/2023,61,0.38
10/20/2023,62,0.22
10/21/2023,62,0.45
10/22/2023,62,0.05
10/23/2023,62,1.3
10/24/2023,61,1.04
10/25/2023,60,0.51
10/26/2023,60,0
10/27/2023,61,0
10/28/2023,61,0
10/29/2023,61,0.37
10/30/2023,61,0.11
10/31/2023,62,0.63
11/1/2023,63,0.02
11/2/2023,63,0.51
11/3/2023,62,0.37
11/4/2023,61,1.44
11/5/2023,61,2.2
11/6/2023,63,1.05
11/7/2023,61,0.11
11/8/2023,62,0.33
11/9/2023,61,0.01
11/10/2023,61,1.86
11/11/2023,62,0
11/12/2023,63,0.01
11/13/2023,62,0.33
11/14/2023,62,1.07
11/15/2023,62,0.03
11/16/2023,64,0.08
11/17/2023,62,0.08
11/18/2023,62,0.94
11/19/2023,62,1.64
11/20/2023,62,0.51
11/21/2023,62,0.72
11/22/2023,61,1.79
11/23/2023,61,1.55
11/24/2023,60,0
11/25/2023,61,0
11/26/2023,61,0
11/27/2023,62,0.02
11/28/2023,61,0.11
11/29/2023,61,0.07
11/30/2023,60,0.44
12/1/2023,61,0.26
12/2/2023,61,0.61
12/3/2023,61,0.04
12/4/2023,61,1.66
12/5/2023,62,0.77
12/6/2023,63,0
12/7/2023,64,0.68
12/8/2023,63,0.97
12/9/2023,63,0.26
12/10/2023,61,0.02
12/11/2023,62,0.71
12/12/2023,60,0
12/13/2023,62,0.5
12/14/2023,61,0.1
12/15/2023,61,0.24
12/16/2023,61,1.23
12/17/2023,61,0.26
12/18/2023,62,0.05
12/19/2023,61,1.8
12/20/2023,60,0.48
12/21/2023,60,0.14
12/22/2023,61,0
12/23/2023,61,0
12/24/2023,60,0
12/25/2023,,
12/26/2023,,
12/27/2023,61,0.35
12/28/2023,61,2.44
12/29/2023,60,0.64
12/30/2023,60,0.21
12/31/2023,60,0.28
