Date,TAVG (Degrees Fahrenheit),PRCP (Inches)
4/18/2022,83,0
4/19/2022,84,0
4/20/2022,85,0
4/21/2022,84,0
4/22/2022,80,0.43
4/23/2022,79,1.2
4/24/2022,84,2.14
4/25/2022,82,0
4/26/2022,84,0.65
4/27/2022,83,0
4/28/2022,80,0.17
4/29/2022,82,0.01
4/30/2022,85,0
5/1/2022,85,0
5/2/2022,86,0
5/3/2022,85,0
5/4/2022,86,0
5/5/2022,83,0
5/6/2022,82,0
5/7/2022,85,0
5/8/2022,85,0
5/9/2022,83,0
5/10/2022,83,0.09
5/11/2022,,
5/12/2022,82,
5/13/2022,79,1.01
5/14/2022,79,0.47
5/15/2022,80,1.09
5/16/2022,80,0.05
5/17/2022,80,0.19
5/18/2022,80,0.06
5/19/2022,81,0.55
5/20/2022,82,0.69
5/21/2022,82,0.02
5/22/2022,82,0.15
5/23/2022,83,0
5/24/2022,79,0.01
5/25/2022,82,1.76
5/26/2022,80,0.11
5/27/2022,81,0.47
5/28/2022,80,0.08
5/29/2022,79,0.78
5/30/2022,80,0.25
5/31/2022,77,0.82
6/1/2022,80,0.33
6/2/2022,82,0.05
6/3/2022,82,0
6/4/2022,82,0
6/5/2022,81,0
6/6/2022,80,0.07
6/7/2022,81,0.13
6/8/2022,81,0
6/9/2022,81,0.08
6/10/2022,83,0
6/11/2022,80,0.39
6/12/2022,81,0.04
6/13/2022,83,0
6/14/2022,83,0
6/15/2022,80,0
6/16/2022,81,0
6/17/2022,81,0
6/18/2022,80,1.47
6/19/2022,81,0.03
6/20/2022,82,0
6/21/2022,83,0
6/22/2022,81,0.04
6/23/2022,83,0
6/24/2022,81,0.12
6/25/2022,83,0.22
6/26/2022,83,0
6/27/2022,83,0
6/28/2022,83,0
6/29/2022,83,0
6/30/2022,80,0.02
7/1/2022,83,0
7/2/2022,84,0
7/3/2022,79,0.03
7/4/2022,82,0.01
7/5/2022,82,0.01
7/6/2022,82,0
7/7/2022,81,0
7/8/2022,82,0
7/9/2022,81,0
7/10/2022,82,0
7/11/2022,80,0
7/12/2022,83,0
7/13/2022,,
7/14/2022,,
7/15/2022,,
7/16/2022,83,0.03
7/17/2022,83,0
7/18/2022,84,0
7/19/2022,83,0
7/20/2022,82,0.65
7/21/2022,81,0
7/22/2022,80,0.02
7/23/2022,80,0.63
7/24/2022,80,0.01
7/25/2022,82,0
7/26/2022,82,0
7/27/2022,79,0.06
7/28/2022,79,0.19
7/29/2022,79,0.03
7/30/2022,80,2.61
7/31/2022,80,0
8/1/2022,76,0.92
8/2/2022,77,0.87
8/3/2022,77,0.64
8/4/2022,78,0.36
8/5/2022,79,0.43
8/6/2022,80,0.05
8/7/2022,80,0.02
8/8/2022,80,0
8/9/2022,80,0
8/10/2022,81,0
8/11/2022,83,0
8/12/2022,82,0
8/13/2022,82,0
8/14/2022,82,0
8/15/2022,83,0
8/16/2022,82,0
8/17/2022,82,0
8/18/2022,82,0
8/19/2022,82,0
8/20/2022,83,0
8/21/2022,82,0.01
8/22/2022,80,0.08
8/23/2022,80,0.05
8/24/2022,80,0.3
8/25/2022,80,0
8/26/2022,79,0
8/27/2022,79,1.72
8/28/2022,80,0
8/29/2022,78,0.26
8/30/2022,77,0.06
8/31/2022,75,3.85
9/1/2022,77,1.75
9/2/2022,79,0.27
9/3/2022,80,0.03
9/4/2022,80,0.03
9/5/2022,75,0
9/6/2022,78,5.47
9/7/2022,78,0.05
9/8/2022,79,0.1
9/9/2022,80,0
9/10/2022,82,0
9/11/2022,81,0
9/12/2022,81,0
9/13/2022,81,0
9/14/2022,,
9/15/2022,82,0
9/16/2022,,
9/17/2022,,
9/18/2022,,
9/19/2022,,
9/20/2022,81,0
9/21/2022,82,0
9/22/2022,82,0
9/23/2022,81,0
9/24/2022,82,0
9/25/2022,84,0
9/26/2022,82,0.1
9/27/2022,83,0
9/28/2022,80,0
9/29/2022,82,0
9/30/2022,80,0.2
10/1/2022,79,0.44
10/2/2022,81,0.22
10/3/2022,80,0.1
10/4/2022,81,0
10/5/2022,82,0
10/6/2022,81,0
10/7/2022,80,0
10/8/2022,81,0
10/9/2022,81,0
10/10/2022,82,0
10/11/2022,82,0
10/12/2022,77,0.42
10/13/2022,77,0
10/14/2022,77,0.43
10/15/2022,77,1.19
10/16/2022,79,0.06
10/17/2022,78,0.59
10/18/2022,77,1.45
10/19/2022,80,0.43
10/20/2022,80,0.04
10/21/2022,76,4.22
10/22/2022,77,0.89
10/23/2022,78,0.41
10/24/2022,79,1.13
10/25/2022,81,0.14
10/26/2022,81,0
10/27/2022,80,0
10/28/2022,81,0
10/29/2022,81,0
10/30/2022,80,0
10/31/2022,80,0.03
11/1/2022,77,0.15
11/2/2022,79,0.92
11/3/2022,78,0.23
11/4/2022,79,0.59
11/5/2022,77,0.33
11/6/2022,80,1.46
11/7/2022,79,0
11/8/2022,80,0.59
11/9/2022,78,0.2
11/10/2022,78,0.01
11/11/2022,76,0.14
11/12/2022,79,0.2
11/13/2022,78,0.03
11/14/2022,77,0.47
11/15/2022,79,1.43
11/16/2022,80,0
11/17/2022,78,0
11/18/2022,79,0
11/19/2022,78,0
11/20/2022,79,0
11/21/2022,79,0
11/22/2022,79,0
11/23/2022,80,0
11/24/2022,80,0
11/25/2022,81,0
11/26/2022,81,0
11/27/2022,80,0
11/28/2022,80,3.51
11/29/2022,81,0
11/30/2022,80,0
12/1/2022,81,0
12/2/2022,80,0.09
12/3/2022,81,0
12/4/2022,78,0
12/5/2022,79,0.25
12/6/2022,79,0.02
12/7/2022,77,0
12/8/2022,69,0.06
12/9/2022,72,0.38
12/10/2022,78,0.06
12/11/2022,79,0.17
12/12/2022,78,0
12/13/2022,80,0
12/14/2022,80,0
12/15/2022,80,0
12/16/2022,81,0
12/17/2022,,
12/18/2022,77,0.28
12/19/2022,75,2.21
12/20/2022,80,0.11
12/21/2022,76,0.41
12/22/2022,76,0.38
12/23/2022,79,0.54
12/24/2022,77,0.23
12/25/2022,75,3.43
12/26/2022,78,0.07
12/27/2022,80,2.22
12/28/2022,81,0.02
12/29/2022,80,0
12/30/2022,78,0
12/31/2022,77,0
1/1/2023,79,0
1/2/2023,78,0
1/3/2023,79,0
1/4/2023,79,0
1/5/2023,81,0
1/6/2023,77,0.02
1/7/2023,78,0.27
1/8/2023,78,0.04
1/9/2023,78,0
1/10/2023,78,0
1/11/2023,77,0
1/12/2023,76,0
1/13/2023,78,0
1/14/2023,79,0
1/15/2023,80,0
1/16/2023,79,0
1/17/2023,78,0.09
1/18/2023,78,0
1/19/2023,78,0
1/20/2023,75,0
1/21/2023,75,0
1/22/2023,77,0.18
1/23/2023,79,0
1/24/2023,79,0
1/25/2023,80,0
1/26/2023,78,0
1/27/2023,78,0
1/28/2023,80,0
1/29/2023,78,0
1/30/2023,80,0
1/31/2023,77,0
2/1/2023,77,0.14
2/2/2023,76,0.36
2/3/2023,79,0.15
2/4/2023,81,0.04
2/5/2023,80,0.07
2/6/2023,78,0
2/7/2023,79,0.06
2/8/2023,81,0.02
2/9/2023,79,0
2/10/2023,81,0
2/11/2023,81,0
2/12/2023,81,0
2/13/2023,80,0
2/14/2023,80,0
2/15/2023,79,0
2/16/2023,79,0
2/17/2023,81,0
2/18/2023,83,0
2/19/2023,79,0
2/20/2023,79,0.05
2/21/2023,82,0
2/22/2023,81,0
2/23/2023,82,0
2/24/2023,82,0
2/25/2023,83,0
2/26/2023,81,0
2/27/2023,79,0
2/28/2023,78,0.14
3/1/2023,81,0.06
3/2/2023,81,0
3/3/2023,83,
3/4/2023,79,0.02
3/5/2023,83,0
3/6/2023,83,0
3/7/2023,84,0
3/8/2023,83,0
3/9/2023,84,0
3/10/2023,81,0
3/11/2023,83,0
3/12/2023,83,0.01
3/13/2023,85,0
3/14/2023,82,0
3/15/2023,81,0.03
3/16/2023,80,0.22
3/17/2023,84,0.22
3/18/2023,81,0
3/19/2023,84,0.32
3/20/2023,82,0
3/21/2023,84,0
3/22/2023,84,0
3/23/2023,80,0
3/24/2023,80,1.2
3/25/2023,83,1.64
3/26/2023,83,0
3/27/2023,84,0.26
3/28/2023,83,0
3/29/2023,85,0
3/30/2023,83,0
3/31/2023,84,0
4/1/2023,83,0
4/2/2023,81,0
4/3/2023,81,0
4/4/2023,79,0.39
4/5/2023,83,5.72
4/6/2023,84,0
4/7/2023,85,0.04
4/8/2023,80,0.01
4/9/2023,84,1.15
4/10/2023,85,0
4/11/2023,85,0
4/12/2023,85,0
4/13/2023,85,0
4/14/2023,84,0.07
4/15/2023,83,0.14
4/16/2023,82,0.04
4/17/2023,83,0
4/18/2023,86,0.02
4/19/2023,86,0
4/20/2023,82,0
4/21/2023,82,0.33
4/22/2023,83,0.31
4/23/2023,83,0
4/24/2023,81,0.18
4/25/2023,80,0.92
4/26/2023,80,0.5
4/27/2023,82,0.14
4/28/2023,82,0
4/29/2023,78,0.54
4/30/2023,80,2.64
5/1/2023,81,1.23
5/2/2023,79,0.59
5/3/2023,79,0.55
5/4/2023,81,0.44
5/5/2023,77,1.63
5/6/2023,83,0
5/7/2023,80,2.03
5/8/2023,81,0.04
5/9/2023,81,0.09
5/10/2023,83,0.27
5/11/2023,81,0
5/12/2023,83,0.02
5/13/2023,84,0
5/14/2023,83,0.02
5/15/2023,84,0.01
5/16/2023,86,0
5/17/2023,86,0
5/18/2023,85,0
5/19/2023,84,0
5/20/2023,85,0
5/21/2023,83,0
5/22/2023,84,0
5/23/2023,84,0
5/24/2023,84,0
5/25/2023,84,0
5/26/2023,85,0
5/27/2023,85,0
5/28/2023,85,0
5/29/2023,84,0
5/30/2023,85,0
5/31/2023,85,0
6/1/2023,85,0
6/2/2023,86,0
6/3/2023,85,0
6/4/2023,85,0
6/5/2023,84,0
6/6/2023,85,0.01
6/7/2023,82,0
6/8/2023,83,0.51
6/9/2023,84,0
6/10/2023,84,0
6/11/2023,84,0
6/12/2023,81,0.01
6/13/2023,82,0.11
6/14/2023,84,0.02
6/15/2023,83,0.04
6/16/2023,84,0
6/17/2023,83,0
6/18/2023,80,0.36
6/19/2023,83,0.34
6/20/2023,83,0.02
6/21/2023,82,0.01
6/22/2023,84,0
6/23/2023,83,0
6/24/2023,84,0
6/25/2023,80,0.05
6/26/2023,81,0.23
6/27/2023,80,0.16
6/28/2023,82,0.56
6/29/2023,80,0.3
6/30/2023,84,0.86
7/1/2023,83,0
7/2/2023,81,0.01
7/3/2023,80,0.48
7/4/2023,79,0.14
7/5/2023,77,0.7
7/6/2023,81,0.12
7/7/2023,81,0
7/8/2023,83,0
7/9/2023,83,0
7/10/2023,81,0
7/11/2023,81,0.04
7/12/2023,83,0
7/13/2023,82,0
7/14/2023,83,0.03
7/15/2023,83,0
7/16/2023,83,0
7/17/2023,83,0
7/18/2023,83,0
7/19/2023,83,0
7/20/2023,83,0.17
7/21/2023,83,0
7/22/2023,84,0
7/23/2023,83,0
7/24/2023,82,0.07
7/25/2023,80,0.57
7/26/2023,82,0.11
7/27/2023,83,0
7/28/2023,83,0
7/29/2023,83,0
7/30/2023,83,0
7/31/2023,83,0
8/1/2023,83,0
8/2/2023,83,0
8/3/2023,84,0
8/4/2023,84,0
8/5/2023,84,0
8/6/2023,83,0
8/7/2023,84,0
8/8/2023,84,0
8/9/2023,85,0
8/10/2023,84,0
8/11/2023,85,0
8/12/2023,84,0
8/13/2023,84,0
8/14/2023,83,0
8/15/2023,83,0
8/16/2023,83,0
8/17/2023,84,0
8/18/2023,83,0
8/19/2023,84,0
8/20/2023,85,0
8/21/2023,86,0
8/22/2023,85,0
8/23/2023,85,0
8/24/2023,85,0
8/25/2023,84,0
8/26/2023,85,0
8/27/2023,86,0
8/28/2023,84,0
8/29/2023,79,0.04
8/30/2023,81,1.35
8/31/2023,78,0.18
9/1/2023,80,0.26
9/2/2023,78,0.03
9/3/2023,78,1.62
9/4/2023,79,0.5
9/5/2023,79,0.37
9/6/2023,78,1.17
9/7/2023,78,0.39
9/8/2023,80,0.76
9/9/2023,83,0
9/10/2023,80,0
9/11/2023,77,0.31
9/12/2023,81,0.46
9/13/2023,80,0.14
9/14/2023,78,0.31
9/15/2023,81,0.84
9/16/2023,84,0
9/17/2023,82,0
9/18/2023,78,0
9/19/2023,79,0.33
9/20/2023,81,0.48
9/21/2023,81,0
9/22/2023,79,0
9/23/2023,81,0.94
9/24/2023,82,0.02
9/25/2023,81,0.19
9/26/2023,79,0.1
9/27/2023,80,0.15
9/28/2023,78,0.8
9/29/2023,77,1.04
9/30/2023,77,0.72
10/1/2023,78,0.57
10/2/2023,80,0.33
10/3/2023,78,0.13
10/4/2023,79,0.32
10/5/2023,80,0.66
10/6/2023,78,0.46
10/7/2023,79,0
10/8/2023,82,2.44
10/9/2023,81,0.03
10/10/2023,80,0.56
10/11/2023,79,0.13
10/12/2023,80,0.04
10/13/2023,81,0.63
10/14/2023,80,0.52
10/15/2023,78,0.93
10/16/2023,81,0
10/17/2023,78,0
10/18/2023,77,0.19
10/19/2023,78,0.02
10/20/2023,79,1.13
10/21/2023,80,0
10/22/2023,80,0
10/23/2023,80,3.11
10/24/2023,80,0.01
10/25/2023,80,1.4
10/26/2023,82,0.02
10/27/2023,81,0
10/28/2023,78,0.2
10/29/2023,79,0.5
10/30/2023,78,2.7
10/31/2023,81,1.12
11/1/2023,78,0
11/2/2023,80,1.92
11/3/2023,79,0.33
11/4/2023,79,1.86
11/5/2023,79,3.22
11/6/2023,80,0.55
11/7/2023,79,0.06
11/8/2023,80,0.71
11/9/2023,79,0.23
11/10/2023,80,4.49
11/11/2023,80,0.16
11/12/2023,79,0.33
11/13/2023,79,0.4
11/14/2023,80,0.09
11/15/2023,80,0.17
11/16/2023,82,0.12
11/17/2023,81,0.01
11/18/2023,80,0.17
11/19/2023,79,0.56
11/20/2023,79,1.66
11/21/2023,81,0.65
11/22/2023,78,0.11
11/23/2023,80,2.55
11/24/2023,81,0
11/25/2023,79,0
11/26/2023,81,0.55
11/27/2023,82,0
11/28/2023,81,0.01
11/29/2023,80,0
11/30/2023,78,0.02
12/1/2023,78,0.37
12/2/2023,79,0.04
12/3/2023,80,0.19
12/4/2023,80,0.03
12/5/2023,80,0.06
12/6/2023,82,0
12/7/2023,82,0
12/8/2023,80,2.54
12/9/2023,80,0.41
12/10/2023,79,0.01
12/11/2023,81,0.64
12/12/2023,79,0
12/13/2023,80,0
12/14/2023,78,0.18
12/15/2023,78,0.35
12/16/2023,78,0.44
12/17/2023,79,0.18
12/18/2023,79,0.39
12/19/2023,80,0.11
12/20/2023,80,0.36
12/21/2023,82,0
12/22/2023,82,0
12/23/2023,82,0
12/24/2023,81,0
12/25/2023,,
12/26/2023,,
12/27/2023,81,0.47
12/28/2023,79,0.29
12/29/2023,77,0.38
12/30/2023,80,0.47
12/31/2023,79,0.06
